Company Name,Website URL,First Name,Email,
Peppercorn Station,https://www.peppercornstation.com/,there,peppercornstation@gmail.com,peppercornstation@gmail.com
Peppercorn Station,https://www.peppercornstation.com/,there,peppercornstation@gmail.com,peppercornstation@gmail.com
Llama Inn,https://www.llamainnnyc.com/,there,events@llamainnnyc.com,events@llamainnnyc.com
Chef's Table at Brooklyn Fare,https://www.brooklynfare.com/chefs-table/,there,chefstable@brooklynfare.com,chefstable@brooklynfare.com
LaLou,https://laloubrooklyn.com/,there,info@laloubrooklyn.com,info@laloubrooklyn.com
Le Pavillon,https://lepavillonnyc.com/,Daniel,danielboulud@berlinrosen.com,danielboulud@berlinrosen.com
Le Pavillon,https://lepavillonnyc.com/,there,INFO@LEPAVILLONNYC.COM,INFO@LEPAVILLONNYC.COM
Le Pavillon,https://lepavillonnyc.com/,there,PRESS@LEPAVILLONNYC.COM,PRESS@LEPAVILLONNYCCOM
Le Pavillon,https://lepavillonnyc.com/,there,INFO@LEPAVILLONNYC.COM,INFO@LEPAVILLONNYC.COM
Le Pavillon,https://lepavillonnyc.com/,there,events@lepavillonnyc.com,events@lepavillonnyc.com
Faun,https://faun.nyc/,there,reservations@faun.nyc,reservations@faun.nyc
Faun,https://faun.nyc/,there,info@faun.nyc,info@faun.nyc
Le Fanfare,https://www.lefanfare.com/,there,lefanfare@gmail.com,lefanfare@gmail.com
Le Fanfare,https://www.lefanfare.com/,there,lefanfare@gmail.com,lefanfare@gmail.com
Le Fanfare,https://www.lefanfare.com/,Luca,lucafaddatrumpet@gmail.com,lucafaddatrumpet@gmail.com
Fausto,https://www.faustobrooklyn.com/,Fausto,info@faustobrooklyn.com,info@faustobrooklyn.com
Fausto,https://www.faustobrooklyn.com/,Erik,erik@faustobrooklyn.com,erik@faustobrooklyn.com
Jōji,https://www.jojiny.com/,there,info@jojiny.com,info@jojiny.com
Olmsted,http://www.olmstednyc.com/,there,contact@olmstednyc.com,contact@olmstednyc.com
The Lambs Club,https://www.thelambsclub.com/,there,info@thelambsclub.com,info@thelambsclub.com
The Lambs Club,https://www.thelambsclub.com/,there,events@thelambsclub.com,events@thelambsclub.com
The Lambs Club,https://www.thelambsclub.com/,there,reservations@thelambsclub.com,reservations@thelambsclub.com
The Lambs Club,https://www.thelambsclub.com/,there,employment@thelambsclub.com,employment@thelambsclub.com
Casa Ora,https://www.casaoranyc.com/,there,events@casaoranyc.com,eventscasaoranyccom
Casa Ora,https://www.casaoranyc.com/,there,contact@casaoranyc.com,contact@casaoranyc.com
Win Son,https://winsonbrooklyn.com/,Winson,bakery@winsonbrooklyn.com,bakery@winsonbrooklyn.com
Win Son,https://winsonbrooklyn.com/,Winson,reservations@winsonbrooklyn.com,reservations@winsonbrooklyn.com
Win Son,https://winsonbrooklyn.com/,Winson,info@winsonbrooklyn.com,infowinsonbrooklyncom
Meju,https://mejunyc.com/,there,meju@littlebanchanshop.com,meju@littlebanchanshop.com
Fasano,https://www.fasanorestaurantny.com/contact/,Events,Events@fasanorestaurantny.com,Events@fasanorestaurantny.com
Fasano,https://www.fasanorestaurantny.com/contact/,there,RESERVATIONS@FASANORESTAURANTNY.COM,RESERVATIONS@FASANORESTAURANTNY.COM
Fasano,https://www.fasanorestaurantny.com/contact/,there,reserva@fasanorestaurantny.com,reserva@fasanorestaurantny.com
Fasano,https://www.fasanorestaurantny.com/contact/,there,RESERVATIONS@FASANORESTAURANTNY.COM,RESERVATIONS@FASANORESTAURANTNY.COM
Jupiter,https://www.jupiterrestaurant.nyc/,there,info@jupiterrestaurant.nyc,info@jupiterrestaurant.nyc
,,,,
,,,,
Kung Fu Little Steamed Buns Ramen,http://www.kfkitchennyc.com/,there,kungfukitchen610@gmail.com,kungfukitchen@gmail.com
Sushi Ann,https://www.sushiann.net,there,contact@sushiann.net,contact@sushiann.net
The Grill,https://thegrillnewyork.com,there,info@thegrillnewyork.com,info@thegrillnewyork.com
The Grill,https://thegrillnewyork.com,there,reservations@thegrillnewyork.com,reservations@thegrillnewyork.com
Le Jardinier New York,https://lejardinier-nyc.com/,there,eventsny@thebastioncollection.com,eventsny@thebastioncollection.com
Le Jardinier New York,https://lejardinier-nyc.com/,there,Mapinfo@lejardinier-nyc.com,Mapinfo@lejardinier-nyc.com
Le Jardinier New York,https://lejardinier-nyc.com/,there,info@lejardinier-nyc.com,info@lejardinier-nyc.com
Flora,https://www.floranyc.com/,there,info@floranyc.com,info@floranyc.com
LORE,https://www.lorebrooklyn.com/,there,info@lorebroooklyn.com,info@lorebrooklyn.com
Lobster Club,https://thelobsterclub.com/,there,info@thelobsterclub.com,info@thelobsterclub.com
Lobster Club,https://thelobsterclub.com/,there,reservations@TheLobsterClub.com,reservations@TheLobsterClub.com
Gallaghers,https://www.gallaghersnysteakhouse.com/,there,pbischoff@gallaghersnysteakhouse.com,pbischoff@gallaghersnysteakhouse.com
Gallaghers,https://www.gallaghersnysteakhouse.com/,Alan,Alan@GallaghersNYSteakhouse.com,Alan@GallaghersNYSteakhouse.com
Gallaghers,https://www.gallaghersnysteakhouse.com/,John,jmodena@gallaghersnysteakhouse.com,jmodena@gallaghersnysteakhouse.com
Gallaghers,https://www.gallaghersnysteakhouse.com/,there,cb@carlipr.com,cb@carlipr.com
Gallaghers,https://www.gallaghersnysteakhouse.com/,there,BJontow@pollgroup.net,BJontow@pollgroup.net
53,https://53-nyc.com/,there,kbolyai@altamareagroup.com,kbolyai@altamareagroup.com
53,https://53-nyc.com/,there,info@53-nyc.com,info@nyc.com.Media
53,https://53-nyc.com/,there,jobs@53-nyc.com,jobs@53-nyc.com
53,https://53-nyc.com/,there,info@53-nyc.com,info@nyc.com
,,,,
53,https://53-nyc.com/,there,press@53nyc.com,press@nyc.com
The Modern,https://www.themodernnyc.com/,there,info@themodernnyc.com,info@themodernnyc.com
Caviar Russe,https://caviarrusse.com/pages/new-york-about,there,wholesale@caviarrusse.com,wholesale@caviarrusse.com
Caviar Russe,https://caviarrusse.com/pages/new-york-about,there,Corporategifts@caviarrusse.com,Corporategifts@caviarrusse.com
Caviar Russe,https://caviarrusse.com/pages/new-york-about,there,reservationsmia@caviarrusse.com,reservationsmiacaviarrussecom
,,,,
Benoit,https://www.benoitny.com/,there,events@benoitny.com,events@benoitny.com
Benoit,https://www.benoitny.com/,there,bistrot@benoitny.com,bistrot@benoitny.com
,,,,
Aquavit,https://www.aquavit.org/,there,info@aquavit.org,info@aquavit.org
Indian Accent,https://indianaccent.com/newyork/,there,reservations.nyc@indianaccent.com,reservations.nyc@indianaccent.com
Indian Accent,https://indianaccent.com/newyork/,there,reservations.nyc@indianaccent.com,reservations.nyc@indianaccent.com
Indian Accent,https://indianaccent.com/newyork/,there,reservations.nyc@indianaccent.comLearn,reservationsnyc@indianaccentcom
Indian Accent,https://indianaccent.com/newyork/,there,reservationsreservations.nyc@indianaccent.com,reservations@indianaccent.com
Roberta's,https://www.robertaspizza.com/,there,shop@robertaspizza.com,shop@robertaspizza.com
Roberta's,https://www.robertaspizza.com/,Erin,erin.mcgee@robertaspizza.com,erin.mcgee@robertaspizza.com
Roberta's,https://www.robertaspizza.com/,there,wholesale@robertaspizza.com,wholesalerobertaspizzacom
Roberta's,https://www.robertaspizza.com/,there,contact@robertaspizza.com,contact@robertaspizza.com
Roberta's,https://www.robertaspizza.com/,there,press@robertaspizza.com,press@robertaspizza.com
Roberta's,https://www.robertaspizza.com/,there,resumes@robertaspizza.com,resumes@robertaspizza.com
Roberta's,https://www.robertaspizza.com/,there,tech@robertaspizza.com,tech@robertaspizza.com
Roberta's,https://www.robertaspizza.com/,there,events@robertaspizza.com,events@robertaspizza.com
Roberta's,https://www.robertaspizza.com/,there,info@robertaspizza.com,info@robertaspizza.com
Chola,https://www.cholany.com/,there,info@cholanyc.com,info@cholanyc.com
Chola,https://www.cholany.com/,there,info@cholanyc.com,info@cholanyc.com
Agi's Counter,https://agiscounter.com/,there,info@agiscounter.com,info@agiscounter.com
Agi's Counter,https://agiscounter.com/,Karly,karlystillman@gmail.com,karlystillman@gmail.com
Agi's Counter,https://agiscounter.com/,there,info@agiscounter.com,info@agiscounter.com
Sobre Masa,https://sobremasa.com/,there,hola@sobremasa.com,hola@sobremasa.com
Masa,https://www.masanyc.com/,there,reservation@masanyc.com,reservation@masanyc.com
Masa,https://www.masanyc.com/,there,jpark@masanyc.com,jpark@masanyc.com
Masa,https://www.masanyc.com/,there,m.ahwal@masanyc.com,mahwal@masanyc.com
Masa,https://www.masanyc.com/,there,jpark@masanyc.com,jpark@masanyc.com
Falansai,https://www.falansai.com/,Eric,eric@falansai.com,eric@falansai.com
Falansai,https://www.falansai.com/,there,hello@falansai.com,hello@falansai.com
M. Wells,https://www.magasinwells.com/,there,Info@MagasinWells.com,Info@MagasinWells.com
M. Wells,https://www.magasinwells.com/,there,EcoleDePooja@gmail.com,EcoleDePooja@gmail.com
Moti Mahal Delux,https://www.motimahaldelux.us/,there,contact@motimahaldelux.us,contact@motimahaldelux.us
Moti Mahal Delux,https://www.motimahaldelux.us/,there,contact@motimahaldelux.us,contact@motimahaldelux.us
Tatiana,https://www.tatiananyc.com/,Tatiana,tatiana@baltzco.com,tatianabaltzco.com
The Leopard at Des Artistes,https://www.theleopardnyc.com/,there,contact@theleopardnyc.com,contact@theleopardnyc.com
El Fish Marisqueria,https://www.elfish67.com/,there,info@elfish67.com,info@elfish.com
Tong,https://www.tongbrooklyn.com/,there,info@tongbrooklyn.com,infotongbrooklyncom
Tong,https://www.tongbrooklyn.com/,there,info@tongbrooklyn.com,info@tongbrooklyn.com
,,,,
Mission Ceviche,https://missionceviche.com/,there,hello@missionceviche.com,hello@missionceviche.com
Mission Ceviche,https://missionceviche.com/,there,amatosv@missionceviche.com,amatosv@missionceviche.com
Mission Ceviche,https://missionceviche.com/,there,infos@missionceviche.com,infos@missionceviche.com
Bohemian Spirit,https://bohemianspiritrestaurant.com/,there,team@latofonts.com,team@latofonts.com
Bohemian Spirit,https://bohemianspiritrestaurant.com/,there,bsrnewyork@gmail.comBohemian,bsrnewyork@gmail.comBohemian
Bohemian Spirit,https://bohemianspiritrestaurant.com/,there,bsrnewyork@gmail.com,bsrnewyork@gmail.com
Bohemian Spirit,https://bohemianspiritrestaurant.com/,there,impallari@gmail.com,impallari@gmail.com
Persepolis,https://www.persepolisnewyork.com/,there,contact@persepolisnewyork.com,contact@persepolisnewyork.com
Kebab aur Sharab,https://kebabaursharab.com,there,namaste@kebabaursharab.com,namaste@kebabaursharab.com
Sushi Noz,https://www.sushinoz.com/,there,reservations@sushinoz.com,reservations@sushinoz.com
Sushi Noz,https://www.sushinoz.com/,there,reservations@sushinoz.com.contact,reservations@sushinoz.com
Essential by Christophe,https://www.essentialbychristophe.com/,there,events@essentialhospitalitynyc.com,events@essentialhospitalitynyc.com
Covacha,https://www.covachany.com/,there,Covacha@happypeople.team,Covacha@happypeople.team
Covacha,https://www.covachany.com/,there,Covacha@happypeople.team,Covacha@happypeople.team
Nice Matin,https://www.nicematinnyc.com/,there,nicematin@chefdriven.com,nicematin@chefdriven.com
Wau,https://www.waunyc.com,there,hello@waunyc.com,hellowaunyccom
Wau,https://www.waunyc.com,there,restaurantnyc@gmail.com,restaurantnyc@gmail.com
Wau,https://www.waunyc.com,there,waurestaurantnyc@gmail.com,waurestaurantnyc@gmail.com
Eléa,http://eleanyc.com,there,info@eleanyc.com,info@eleanyc.com
,,,,
Eléa,http://eleanyc.com,Eleanyc,info@eleanyc.com,info@eleanyc.com
,,,,
Rolo's,http://www.rolosnyc.com,there,info@rolosnyc.com,info@rolosnyc.com
Rolo's,http://www.rolosnyc.com,there,bigparties@rolosnyc.com,bigparties@rolosnyc.com
Chick Chick,https://www.chickchicknyc.com/,there,chickchicknyc@gmail.com,chickchicknyc@gmail.com
Dagon,https://www.dagonnyc.com/,Dagon,dagonnyc@gmail.com,dagonnyc@gmail.com
Dagon,https://www.dagonnyc.com/,Dagon,dagonnyc@gmail.com,dagonnyc@gmail.com
Koyo,https://www.koyonewyork.com/,there,hello@koyonewyork.com,hello@koyonewyork.com
Tanoreen,https://tanoreen.com/,there,info@tanoreen.comStay,info@tanoreen.com Stay
Tanoreen,https://tanoreen.com/,there,info@tanoreen.com,info@tanoreen.com
Enoteca Maria,http://www.enotecamaria.com/wp/,there,nonnasoftheworld@gmail.com,nonnasoftheworld@gmail.com
Enoteca Maria,http://www.enotecamaria.com/wp/,Maria,content@enotecamaria.com,content@enotecamaria.com
Miss Mamie's Spoonbread Too,https://spoonbreadinc.com/,there,jgivens343@aol.com,jgivens@aol.com
Miss Mamie's Spoonbread Too,https://spoonbreadinc.com/,Darden,darden@aol.com,darden@aol.com
Miss Mamie's Spoonbread Too,https://spoonbreadinc.com/,there,darden343@aol.com,dardenaolcom
Contento,https://www.contentonyc.com/,Asia,asia@contentonyc.com,asia@contentonyc.com
Contento,https://www.contentonyc.com/,Mara,mara@contentonyc.com,mara@contentonyc.com
Contento,https://www.contentonyc.com/,there,info@contentonyc.com,info@contentonyc.com
Contento,https://www.contentonyc.com/,there,ninfo@contentonyc.com,ninfo@contentonyc.com
Contento,https://www.contentonyc.com/,Lorenz,Lorenz@contentonyc.com,Lorenz@contentonyc.com
Contento,https://www.contentonyc.com/,Jackie,jackie@contentonyc.com,jackie@contentonyc.com
Contento,https://www.contentonyc.com/,George,george@contentonyc.com,george@contentonyc.com
Contento,https://www.contentonyc.com/,there,info@contentonyc.com,info@contentonyc.com
Taverna Kyclades,https://www.tavernakyclades.com/,there,tavernakycladeseastvillage@gmail.com,tavernakycladeseastvillage@gmail.com
Taverna Kyclades,https://www.tavernakyclades.com/,there,table@email.com,table@email.com
Seppe Pizza Bar,https://www.seppepizzabar.com/,there,info@seppepizzabar.com,info@seppepizzabar.com
Melba's,https://www.melbasrestaurant.com/,Melba,events@melbasrestaurant.com,events@melbasrestaurant.com
Bonnie's,https://www.bonniesbrooklyn.com/,Bonnie,hello@bonniesbrooklyn.com,hello@bonniesbrooklyn.com
Barawine,https://www.barawine.com/,Ali,ali_94880@hotmail.com,ali@hotmail.com
Barawine,https://www.barawine.com/,there,info@barawine.com,info@barawine.com
Barawine,https://www.barawine.com/,Annelise,annelise.berthelotnyc@gmail.com,annelise.berthelotnyc@gmail.com
,,,,
Barawine,https://www.barawine.com/,there,nfo@barawine.com,nfo@barawine.com
Clay,https://www.claynyc.com/,there,hello@claynyc.com,hello@claynyc.com
Clay,https://www.claynyc.com/,Gabriela,gabriela@claynyc.com,gabriela@claynyc.com
Neta Shari,https://netashari.nyc/,there,info@netashari.nyc,info@netashari.nyc
Neta Shari,https://netashari.nyc/,there,info@netashari.nycHours,info@netashari.nyc
Hudson Smokehouse,https://www.hudsonsmokehousebx.com/,there,Hudsonsmokehousebx@gmail.com,Hudsonsmokehousebx@gmail.com
Hudson Smokehouse,https://www.hudsonsmokehousebx.com/,there,Hudsonsmokehousebx@gmail.com,Hudsonsmokehousebx@gmail.com
Oso,https://www.osoharlem.com/,there,hola@osoharlem.com,hola@osoharlem.com
Oso,https://www.osoharlem.com/,there,hola@osoharlem.com,hola@osoharlem.com
Seis Vecinos,https://www.seisvecinos.com/,there,info@seisvecinos.com,info@seisvecinos.com
Jiang Nan,http://www.jiangnanny.com/,there,info@jiangnanny.com,info@jiangnanny.com
Alley 41,https://www.alley41.com/,Andy,andy29411693@gmail.com,andy@gmail.com
Roberto's,https://www.robertosbronx.com/,there,nyc@gmail.com,nyc@gmail.com
Roberto's,https://www.robertosbronx.com/,Erlon,erlonkola@yahoo.com,erlonkola@yahoo.com
Roberto's,https://www.robertosbronx.com/,Genti,gentibx@gmail.com,gentibx@gmail.com
Roberto's,https://www.robertosbronx.com/,there,nyc@gmail.com,nyc@gmail.com
Roberto's,https://www.robertosbronx.com/,Erlon,erlon_kola@yahoo.com,erlon_kola@yahoo.com
Roberto's,https://www.robertosbronx.com/,Armonk,089armonk@gmail.com,armonk@gmail.com
Roberto's,https://www.robertosbronx.com/,Genti,genti089bx@gmail.com,gentibx@gmail.com
Roberto's,https://www.robertosbronx.com/,there,armonk@gmail.comPhone,armonk@gmail.comPhone
Roberto's,https://www.robertosbronx.com/,there,089tuckahoe@gmail.com,tuckahoegmailcom
Roberto's,https://www.robertosbronx.com/,there,089tuckahoe@gmail.comPhone,tuckahoegmailcomPhone
Çka Ka Qëllu,https://ckakaqellu.com/,there,info@ckakaqellu.com,info@ckakaqellu.com
X20 Xaviars On the Hudson,https://www.xaviars.com/,James,jjames@xaviars.com,jjames@xaviars.com
X20 Xaviars On the Hudson,https://www.xaviars.com/,there,info@xaviars.com,info@xaviars.com
Macelleria Italian Steakhouse,https://armonkmacelleria.com/,there,info@armonkmacelleria.com,info@armonkmacelleria.com
Macelleria Italian Steakhouse,https://armonkmacelleria.com/,there,info@armonkmacelleria.com,info@armonkmacelleria.com
Dubrovnik,https://www.dubrovnikny.com/,there,dubrovniknyevents@gmail.com,dubrovniknyevents@gmail.com
Dubrovnik,https://www.dubrovnikny.com/,there,dubrovniknyevents@gmail.com,dubrovniknyevents@gmail.com
,,,,
Maria Restaurant,https://www.marianewrochelle.com/,Maria,mariafata1931@gmail.com,mariafatagmailcom
