Company Name,AI Check,Signed Check,Deals Check,Zip Code,Phone,Website,Source,Address
Odeon,Odeon,No,No,10013.0,(718) 368-1730,http://www.theodeonrestaurant.com,Eater,"145 W Broadway, New York, NY 10013, USA"
Old Homestead Steakhouse,Homestead,No,No,10011.0,(212) 242-9040,http://www.theoldhomesteadsteakhouse.com/,Eater,"56 9th Ave, New York, NY 10011, USA"
Old John's Luncheonette,Old John's,No,No,10023.0,(212) 874-2700,https://iloveoldjohns.com/,Eater,"148 W 67th St, New York, NY 10023, USA"
P.J. Clarke's,Clarke's,No,No,10022.0,(212) 317-1616,http://pjclarkes.com,Eater,"New York, NY, USA"
Parm,Parm,No,No,10012.0,(212) 993-7189,http://www.parmnyc.com/,Eater,"New York, NY, USA"
Pastrami Queen,Queen,No,No,10028.0,(212) 828-0007,http://www.pastramiqueen.com,Eater,"138 W 72nd St A, New York, NY 10023, USA"
Peaches Restaurant,Peaches,No,No,11233.0,(718) 942-4162,https://www.bcrestaurantgroup.com/location/peaches-kitchen-bar/,Eater,"393 Lewis Ave, Brooklyn, NY 11233, USA"
Peasant,Peasant,No,No,10012.0,(212) 965-9511,http://www.peasantnyc.com/,Eater,"194 Elizabeth St, New York, NY 10012, USA"
Peppa's,Peppa's,No,No,11226.0,(646) 683-6012,https://www.peppasonline.com/,Eater,"738 Flatbush Ave, Brooklyn, NY 11226, USA"
Perry St,Perry St,No,No,10014.0,(212) 352-1900,http://www.perrystrestaurant.com/,Eater,"Perry St, New York, NY 10014, USA"
Plowshares Coffee,Plowshares,No,No,10025.0,(212) 222-0280,http://plowsharescoffee.com/,Eater,"1351 Amsterdam Ave, New York, NY 10027, USA"
Potluck Club,Potluck,No,No,10002.0,Not Available,https://thepotluckclubny.com/,Eater,"133 Chrystie St, New York, NY 10002, USA"
Press Club Grill,Press Club Grill,No,No,10001.0,(646) 838-9020,https://www.pressclubgrill.com/,Eater,"1262 Broadway, New York, NY 10001, USA"
Púsù,Púsù,No,No,11249.0,Not Available,https://www.pusuvegetarian.com/,Eater,"318 Bedford Ave, Brooklyn, NY 11249, USA"
Rana Fifteen,Rana Fifteen,No,No,11217.0,(347) 599-1525,http://www.ranafifteen.com/,Eater,"209 4th Ave, Brooklyn, NY 11217, USA"
Randazzo's Clam Bar,Randazzo's,No,No,11235.0,(718) 615-0010,https://randazzosclambar.nyc/,Eater,"2017 Emmons Ave, Brooklyn, NY 11235, USA"
Raoul's,Raoul's,No,No,10012.0,(212) 966-3518,http://raouls.com/,Eater,"180 Prince St, New York, NY 10012, USA"
Rebèl,Rebèl,No,No,10002.0,Not Available,https://newyorkcreolecuisine.com/,Eater,"New York, NY, USA"
Rezdôra,Rezdôra,No,No,10003.0,(646) 692-9090,https://rezdora.nyc/,Eater,"27 E 20th St, New York, NY 10003, USA"
Rice To Riches,Rice To Riches,No,No,10012.0,(212) 274-0008,https://www.ricetoriches.com/,Eater,"37 Spring St, New York, NY 10012, USA"
Roberto's,Roberto's,No,No,10458.0,(718) 733-9503,https://www.robertosbronx.com/,Eater,"New York, NY, USA"
Roll N Roaster,Roaster,No,No,11235.0,(718) 769-6000,http://rollnroaster.com/,Eater,"2901 Emmons Ave, Brooklyn, NY 11235, USA"
Russ & Daughters,Russ,No,No,10002.0,(212) 475-4880,http://russanddaughters.com,Eater,"New York, NY, USA"
S&P,S&P,No,No,10010.0,(212) 691-8862,http://www.sandwich.place/,Eater,"New York, NY 10010, USA"
Saishin,Saishin,No,No,10014.0,(212) 206-6700,http://www.gansevoorthotelgroup.com/gansevoort-meatpacking-nyc/eat-drink/saishin-by-kissaki,Eater,"18 9th Ave, New York, NY 10014, USA"
Salty Lunch Lady's Little Luncheonette,Luncheonette,No,No,11385.0,(929) 337-7629,http://saltylunchlady.com/,Eater,"565 Woodward Ave, Queens, NY 11385, USA"
Sammy's Roumanian,Roumanian,No,No,10002.0,(212) 673-0330,Not Available,Eater,"112 Stanton St, New York, NY 10002, USA"
San Sabino,Sabino,No,No,10014.0,Not Available,https://www.sansabinonyc.com/,Eater,"113 Greenwich Ave, New York, NY 10014, USA"
San Sabino,San Sabino,No,No,10014.0,Not Available,https://www.sansabinonyc.com/,Eater,"113 Greenwich Ave, New York, NY 10014, USA"
Santa Fe BK,Santa Fe,No,No,11211.0,(347) 304-1759,http://santafebk.com/,Eater,"178 N 8th St, Brooklyn, NY 11211, USA"
Sappe,Sappe,No,No,10011.0,Not Available,https://www.sappenyc.com/,Eater,"240 W 14th St, New York, NY 10011, USA"
Scarr's Pizza,Scarr's,No,No,10002.0,(212) 334-3481,http://www.scarrspizza.com/,Eater,"35 Orchard St, New York, NY 10002, USA"
Sedutto,Sedutto,No,No,10075.0,(212) 879-9557,http://sedutto78.com,Eater,"1498 1st Ave. #1, New York, NY 10075, USA"
Sevilla,Sevilla,No,No,10014.0,(212) 929-3189,http://sevillarestaurantandbar.com,Eater,"New York, NY, USA"
Sey Coffee,Sey Coffee,No,No,11206.0,(347) 871-1611,http://sey.coffee,Eater,"18 Grattan St, Brooklyn, NY 11206, USA"
Shu Jiao Fu Zhou,Shu,No,No,10002.0,(212) 625-2532,https://www.shujiaony.com/,Eater,"295 Grand St, New York, NY 10002, USA"
Shuko,Shuko,No,No,10003.0,(212) 228-6088,http://shukonyc.com,Eater,"47 E 12th St, New York, NY 10003, USA"
Skirt Steak,Skirt Steak,No,No,10001.0,Not Available,https://www.skirtsteaknyc.com/,Eater,"New York, NY, USA"
Son Del North,North,No,No,10002.0,Not Available,Not Available,Eater,"177 Orchard St, New York, NY 10002, USA"
Soothr,Soothr,No,No,10003.0,(212) 844-9789,http://soothrnyc.com/,Eater,"204 E 13th St, New York, NY 10003, USA"
Spicy Moon,Spicy Moon,No,No,10003.0,(646) 429-8471,http://www.spicymoonnyc.com/,Eater,"328 E 6th St, New York, NY 10003, USA"
Spicy Village,Spicy,No,No,10002.0,(212) 625-8299,http://www.spicyvillagenyc.com/,Eater,"68 Forsyth St B, New York, NY 10002, USA"
St Kilda Coffee,St Kilda Coffee,No,No,10036.0,(917) 262-0945,http://stkildacoffee.com/,Eater,"328 W 44th St, New York, NY 10036, USA"
St. Anselm,Anselm,No,No,11211.0,(718) 384-5054,http://www.stanselm.net/,Eater,"355 Metropolitan Ave, Brooklyn, NY 11211, USA"
Streecha,Streecha,No,No,10003.0,(212) 677-7160,https://www.instagram.com/streecha/?hl=en,Eater,"33 E 7th St, New York, NY 10003, USA"
Sugar Hill Creamery,Sugar Hill Creamery,No,No,10026.0,(212) 634-9004,http://www.sugarhillcreamery.com/,Eater,"184 Malcolm X Blvd, New York, NY 10026, USA"
Suited,Suited,No,No,10038.0,Not Available,http://suitednyc.com/,Eater,"New York, NY, USA"
Sunday C&C Eatery,C&C,No,No,10012.0,Not Available,http://thebowerymarket.com/,Eater,"348 Bowery, New York, NY 10012, USA"
Super Burrito,Burrito,No,No,11249.0,(347) 599-0533,https://superburritonyc.com,Eater,"320 Bedford Ave, Brooklyn, NY 11249, USA"
Super Taste,Taste,No,No,10002.0,(646) 283-0999,http://www.supertasteny.com/,Eater,"26 Eldridge St, New York, NY 10002, USA"
Sushi Azabu,Azabu,No,No,10013.0,(212) 274-0428,https://www.sushi-azabu.com/?y_source=1_MjkxMjUzNjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Eater,"428 Greenwich St, New York, NY 10013, USA"
Sushi Ichimura,Ichimura,No,No,10013.0,(212) 542-3896,http://www.sushiichimura.nyc/,Eater,"412 Greenwich St, New York, NY 10013, USA"
Sushi Lab,Sushi Lab,No,No,10003.0,(212) 665-3737,http://www.sushilab.com/,Eater,"320 E 11th St, New York, NY 10003, USA"
Sushi of Gari Upper West Side,Gari,No,No,10024.0,(212) 362-4816,https://www.sushiofgari.com/,Eater,"370 Columbus Ave, New York, NY 10024, USA"
Sushi Yasuda,Yasuda,No,No,10017.0,(212) 972-1001,http://www.sushiyasuda.com,Eater,"204 E 43rd St, New York, NY 10017, USA"
Sweet Dynasty Ice Cream,Dynasty,No,No,11220.0,(718) 765-1668,Not Available,Eater,"5918 5th Ave, Brooklyn, NY 11220, USA"
Sylvia's,Sylvia's,No,No,10027.0,(212) 996-0660,http://www.sylviasrestaurant.com/,Eater,"328 Malcolm X Blvd, New York, NY 10027, USA"
Taiwan Pork Chop House,Taiwan,No,No,10013.0,(212) 791-7007,http://www.taiwanporkchop.com/,Eater,"3 Doyers St, New York, NY 10013, USA"
Takeda,Takeda,No,No,10024.0,(646) 370-6965,https://www.takedanyc.com/,Eater,"New York, NY, USA"
Tanoreen,Tanoreen,No,No,11209.0,(718) 748-5600,http://www.tanoreen.com/,Eater,"7523 3rd Ave, Brooklyn, NY 11209, USA"
Taqueria Ramirez,Ramirez,No,No,11222.0,Not Available,https://www.instagram.com/taqueria_ramirez_/,Eater,"94 Franklin St, Brooklyn, NY 11222, USA"
Tatiana by Kwame Onwuachi,Tatiana,No,No,10023.0,(212) 875-5222,https://www.tatiananyc.com/,Eater,"10 Lincoln Center Plaza, New York, NY 10023, USA"
Tea & Sympathy,Sympathy,No,No,10011.0,(212) 989-9735,http://www.teaandsympathy.com/,Eater,"108 Greenwich Ave, New York, NY 10011, USA"
Temple Canteen,Temple Canteen,No,No,11355.0,(718) 460-8493,http://canteen.nyganeshtemple.org/,Eater,"143-09 Holly Ave, Flushing, NY 11355, USA"
Thai Diner,Thai Diner,No,No,10012.0,(646) 559-4140,http://www.thaidiner.com/,Eater,"186 Mott St, New York, NY 10012, USA"
The Donut Pub,Donut,No,No,10011.0,(212) 929-0126,http://www.donutpub.com,Eater,"The Donut Pub, New York, NY 10011, USA"
The Grill,Grill,No,No,10022.0,(212) 254-3000,http://www.thegrillnewyork.com/,Eater,"Seagram Building, 99 E 52nd St, New York, NY 10022, USA"
The Modern,Modern,No,No,10019.0,(212) 333-1220,https://www.themodernnyc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,Eater,"9 W 53rd St, New York, NY 10019, USA"
The Noortwyck,Noortwyck,No,No,10014.0,(917) 261-2009,http://www.thenoortwyck.com/,Eater,"289 Bleecker St, New York, NY 10014, USA"
The Odeon,Odeon,No,No,10013.0,(212) 233-0507,http://www.theodeonrestaurant.com/,Eater,"145 W Broadway, New York, NY 10013, USA"
The Original Buddha Bodai Kosher Vegetarian Restaurant,Buddha,No,No,10013.0,(212) 566-8388,http://www.buddha-bodai.com/,Eater,"5 Mott St, New York, NY 10013, USA"
The Original Chinatown Ice Cream Factory,The Original Chinatown Ice Cream Factory,No,No,10013.0,(212) 608-4170,http://www.chinatownicecreamfactory.com,Eater,"65 Bayard St, New York, NY 10013, USA"
The Press Club Grill,The Press Club Grill,No,No,10001.0,(646) 838-9020,https://www.pressclubgrill.com/,Eater,"1262 Broadway, New York, NY 10001, USA"
The Social,The Social,No,No,11238.0,(718) 304-5387,http://thesocialbrooklyn.com/,Eater,"New York, NY, USA"
ThisBowl,ThisBowl,No,No,10012.0,Not Available,https://thisbowl.com/,Eater,"65 Bleecker St, New York, NY 10012, USA"
Three Decker Diner,Decker,No,No,11222.0,(718) 389-6664,https://www.instagram.com/threedeckerdiner/?hl=en,Eater,"695 Manhattan Ave, Brooklyn, NY 11222, USA"
Torrisi,Torrisi,No,No,10012.0,(212) 254-3000,https://www.torrisinyc.com,Eater,"275 Mulberry St, New York, NY 10012, USA"
Tosokchon,Tosokchon,No,No,10016.0,(646) 398-8880,https://www.tosokchonnyc.com/,Eater,"14 E 33rd St 1FL A, New York, NY 10016, USA"
Ugly Baby,Baby,No,No,11231.0,(347) 689-3075,http://www.uglybabynyc.com/,Eater,"407 Smith St, Brooklyn, NY 11231, USA"
Uluh,Uluh,No,No,10003.0,(917) 261-5963,http://www.uluhny.com,Eater,"152A 2nd Ave, New York, NY 10003, USA"
Una Pizza Napoletana,Una,No,No,10002.0,(646) 476-4457,https://unapizza.com/,Eater,"175 Orchard St, New York, NY 10002, USA"
Uncle Lou,Uncle Lou,No,No,10013.0,(212) 966-5538,http://www.unclelounyc.com/,Eater,"73 Mulberry St, New York, NY 10013, USA"
Van Leeuwen Artisan Ice Cream,Van Leeuwen,No,No,11222.0,Not Available,http://www.vanleeuwenicecream.com/,Eater,"New York, NY, USA"
Variety Coffee Roasters,Variety,No,No,10028.0,(212) 289-2104,https://varietycoffeeroasters.com/,Eater,"New York, NY, USA"
Veeray Da Dhaba,Veeray,No,No,10009.0,(212) 777-1420,http://www.veeraydadhaba.com/,Eater,"222 1st Ave., New York, NY 10009, USA"
Veniero's Pasticceria & Caffe,Veniero's,No,No,10003.0,(212) 674-7070,http://www.venierospastry.com/,Eater,"342 E 11th St, New York, NY 10003, USA"
Villager,Villager,No,No,11238.0,Not Available,https://instagram.com/villager_ny?igshid=YmMyMTA2M2Y=,Eater,"New York, NY, USA"
Vinyl Steakhouse,Vinyl,No,No,10011.0,(646) 461-7866,https://www.vinylsteakhouse.com/,Eater,"35 W 19th St, New York, NY 10011, USA"
Wah Fung No. 1,No. 1,No,No,10002.0,Not Available,Not Available,Eater,"79 Chrystie St, New York, NY 10002, USA"
Wenwen,Wenwen,No,No,11222.0,(646) 901-5644,http://www.wenwenbrooklyn.com/,Eater,"1025 Manhattan Ave, Brooklyn, NY 11222, USA"
West New Malaysia,Malaysia,No,No,10013.0,(212) 964-0284,https://westmalaysiatogo.com/,Eater,"69 Bayard St, New York, NY 10013, USA"
Win Son,Win Son,No,No,11206.0,(347) 457-6010,https://winsonbrooklyn.com/,Eater,"159 Graham Ave, Brooklyn, NY 11206, USA"
Wo Hop,Wo Hop,No,No,10013.0,(212) 962-8617,http://wohop17.com/,Eater,"17 Mott St, New York, NY 10013, USA"
Woorijip,Woorijip,No,No,10001.0,(212) 244-1115,http://woorijipnyc.com,Eater,"12 W 32nd St, New York, NY 10001, USA"
Wu's Wonton King,Wonton,No,No,10002.0,(212) 477-1111,http://www.wuswontonking.com/,Eater,"165 E Broadway, New York, NY 10002, USA"
Yafa Cafe,Yafa,No,No,11220.0,(347) 464-3999,http://www.yafabrooklyn.com/,Eater,"4415 4th Ave, Brooklyn, NY 11220, USA"
YGF Malatang,Malatang,No,No,10003.0,Not Available,https://www.instagram.com/ygfmalatangusa/,Eater,"New York, NY 10003, USA"
Yi Ji Shi Mo,Yi Ji Shi Mo,No,No,10013.0,(646) 233-6311,Not Available,Eater,"88 Elizabeth St, New York, NY 10013, USA"
Yoshino,Yoshino,No,No,10012.0,Not Available,https://www.yoshinonewyork.com/,Eater,"342 Bowery, New York, NY 10012, USA"
